"draw_date","0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67","68","69","70","71","72","73","74","75","76","77","78","79","80","81","82","83","84","85","86","87","88","89","90","91","92","93","94","95","96","97","98","99"
"Mon Dec 04 2006 07:00:00 GMT+0700 (Indochina Time)","1","3","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","2","2","0","0","2","0","1","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0"
"Tue Dec 05 2006 07:00:00 GMT+0700 (Indochina Time)","0","0","0","0","1","0","0","0","0","0","0","1","0","0","1","0","0","2","0","1","0","1","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","1","0","0","1","0","0","3","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Wed Dec 06 2006 07:00:00 GMT+0700 (Indochina Time)","0","0","0","0","0","0","0","0","0","2","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","2","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","2","1","0"
"Thu Dec 07 2006 07:00:00 GMT+0700 (Indochina Time)","0","0","0","0","0","0","0","0","1","1","1","1","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","2","0","1","0","1"
"Fri Dec 08 2006 07:00:00 GMT+0700 (Indochina Time)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","1","1","0","0","0","1","0","0","0","0","0","1","1","0","0","0","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","1","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","1","1","0","0","1","0","0","0"
"Sat Dec 09 2006 07:00:00 GMT+0700 (Indochina Time)","1","0","0","0","1","0","2","0","0","0","1","0","0","2","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","1","1","2","1","0","0","0","0","0","1","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sun Dec 10 2006 07:00:00 GMT+0700 (Indochina Time)","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","1","0","0","2","1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","1","1","2","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","1","1","1"
"Mon Dec 11 2006 07:00:00 GMT+0700 (Indochina Time)","0","0","1","0","2","0","0","0","0","0","0","0","1","0","0","0","1","1","0","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1"
"Tue Dec 12 2006 07:00:00 GMT+0700 (Indochina Time)","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","1","0","0"
"Wed Dec 13 2006 07:00:00 GMT+0700 (Indochina Time)","0","0","0","1","0","1","0","0","1","0","0","0","0","2","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","0","2","0","0","0","0","2","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0"
"Thu Dec 14 2006 07:00:00 GMT+0700 (Indochina Time)","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","0","1","0","1","0","3","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","1","0","0","0","0","0","1","0","1","1","0","1","0","1","1","0","0","0","0","0","0"
"Fri Dec 15 2006 07:00:00 GMT+0700 (Indochina Time)","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","1","1","1","0","1","0","0","2","0","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","1","3","0","0","0","0","0","1","0","1","0","0","0","0","1","0"
"Sat Dec 16 2006 07:00:00 GMT+0700 (Indochina Time)","0","0","1","1","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","2","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","1","0","0","0","0","0","1","1","0","0","1","0"
"Sun Dec 17 2006 07:00:00 GMT+0700 (Indochina Time)","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","0","0","0","1","1","0","1","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","2","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","1","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0"
"Mon Dec 18 2006 07:00:00 GMT+0700 (Indochina Time)","0","1","0","1","0","1","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","2","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","1","0","1","0"
"Tue Dec 19 2006 07:00:00 GMT+0700 (Indochina Time)","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","1","1","1","0","0","0","0","1","2","0","0","0","2","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","1","2","0","0","0"
"Wed Dec 20 2006 07:00:00 GMT+0700 (Indochina Time)","0","0","0","0","0","1","0","0","2","0","0","0","0","1","0","0","1","0","1","0","0","2","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","1","0","0","0","0","1","1","1","0","0","0","0","0","2","1","1","0","0","0","0","1","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"Thu Dec 21 2006 07:00:00 GMT+0700 (Indochina Time)","0","0","2","0","1","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","1","0","0","1","1","0","2"
"Fri Dec 22 2006 07:00:00 GMT+0700 (Indochina Time)","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","2","1","1","0","1","0","1","1","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","1","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","1"
"Sat Dec 23 2006 07:00:00 GMT+0700 (Indochina Time)","1","1","0","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0","1","1","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","1","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","1","0"
"Sun Dec 24 2006 07:00:00 GMT+0700 (Indochina Time)","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","2","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","1","0","3","0","0","0","0","0","0","2","0","1","0","0","1","0","0","1","0","1","0","0","0"
"Mon Dec 25 2006 07:00:00 GMT+0700 (Indochina Time)","0","0","0","0","0","1","1","0","0","1","0","0","0","0","2","0","0","0","1","1","0","0","1","0","0","1","0","0","0","0","1","0","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0"
"Tue Dec 26 2006 07:00:00 GMT+0700 (Indochina Time)","0","0","0","0","0","0","0","0","0","1","0","1","1","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","2","1","0","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","1","0","0","1","0","2","0"
"Wed Dec 27 2006 07:00:00 GMT+0700 (Indochina Time)","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","2","0","1","0","0","2","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","2","0","0","0","0"
"Thu Dec 28 2006 07:00:00 GMT+0700 (Indochina Time)","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","1","0","1","0","1","0","1","1","0","0","1","0","0","0","0","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","2","3","1","1","1"
"Fri Dec 29 2006 07:00:00 GMT+0700 (Indochina Time)","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","1","1","0","1","2","0","0","0","1","1","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0"
"Sat Dec 30 2006 07:00:00 GMT+0700 (Indochina Time)","0","0","2","0","0","1","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","1","1","0","0","1","1","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","0","0","0","0","1"
"Sun Dec 31 2006 07:00:00 GMT+0700 (Indochina Time)","0","0","0","0","0","1","1","0","1","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","1","1","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","1","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0"
"Mon Jan 01 2007 07:00:00 GMT+0700 (Indochina Time)","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","0","0","1","0","0","2","0","0","0","0","3","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","2","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0"
"Tue Jan 02 2007 07:00:00 GMT+0700 (Indochina Time)","0","1","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","1","0","0","1","1","0","0","1","0","0","1","0","0","0","0","0","0","0","1","1","0","0","1","0","2","0","0","1","0","1","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0"
"Wed Jan 03 2007 07:00:00 GMT+0700 (Indochina Time)","0","0","0","0","0","1","0","1","0","0","1","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","3","0","0","0","0","0","0","0","1","0","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","1","4","0","0","0","0","0","1","0","0"
"Thu Jan 04 2007 07:00:00 GMT+0700 (Indochina Time)","0","1","0","0","1","0","2","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","1","0","0","0","0","1","0","1","1","0","0","0","1","0"
"Fri Jan 05 2007 07:00:00 GMT+0700 (Indochina Time)","0","1","0","0","0","2","0","0","2","0","0","1","0","1","0","0","1","0","1","1","0","1","1","0","1","0","0","0","1","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","1","2","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0"
"Sat Jan 06 2007 07:00:00 GMT+0700 (Indochina Time)","0","1","0","0","0","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","2","0","1","0","1","0","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","1","0","0","1","0","1","0","2","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0"
"Sun Jan 07 2007 07:00:00 GMT+0700 (Indochina Time)","0","0","0","0","0","0","0","0","1","0","1","0","1","0","1","0","1","0","0","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","1","0","1","0","0","0","1","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","1","0","1","2","0","1","0","0","0","0","1","0","0","0","0"
"Mon Jan 08 2007 07:00:00 GMT+0700 (Indochina Time)","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","3","0","0","0","0","0","0","0","0","2","1","2","0","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","0","1","0","1","0","0"
"Tue Jan 09 2007 07:00:00 GMT+0700 (Indochina Time)","2","1","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","2","1","1","1","1","0","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wed Jan 10 2007 07:00:00 GMT+0700 (Indochina Time)","0","3","0","1","0","2","0","1","0","1","0","1","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0"
"Thu Jan 11 2007 07:00:00 GMT+0700 (Indochina Time)","0","0","0","0","1","0","1","0","0","1","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","1","0","0","0","0","2","0","0","2","0","0","0","0","0","0","2","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","1","0","0"
"Fri Jan 12 2007 07:00:00 GMT+0700 (Indochina Time)","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","1","2","2","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","1","0","0","0","1","1","0","0","0","0","0","1","0"
"Sat Jan 13 2007 07:00:00 GMT+0700 (Indochina Time)","1","0","0","1","0","0","1","0","0","0","0","0","0","1","1","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","1"
"Sun Jan 14 2007 07:00:00 GMT+0700 (Indochina Time)","0","0","3","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","1","2","0","0","1","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","1","1","0","0","0","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"Mon Jan 15 2007 07:00:00 GMT+0700 (Indochina Time)","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","2","0","0","1","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","1","2","0","0","1","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0"
"Tue Jan 16 2007 07:00:00 GMT+0700 (Indochina Time)","1","0","0","0","0","0","1","2","1","0","0","0","1","0","0","1","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","1","1","0","0","1","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","0"
"Wed Jan 17 2007 07:00:00 GMT+0700 (Indochina Time)","0","0","1","2","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","0","1","1","1","0","1","0","0","0","1","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","1","0","0","1","0","0","0","2"
"Thu Jan 18 2007 07:00:00 GMT+0700 (Indochina Time)","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","1","0","0","1","0","1","1","0","0","1","1","0","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","1","0","0","1","1","0","0","0","1","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1"
"Fri Jan 19 2007 07:00:00 GMT+0700 (Indochina Time)","1","1","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","2","0","0","0","1","0","0","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","1","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","1","0","1","0","0","0","0","2","1","1","0"
"Sat Jan 20 2007 07:00:00 GMT+0700 (Indochina Time)","1","0","0","0","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","1","3","1","0","0","0","0","1","0","0","0","1","0","1","0","1","0","0","1","1","0","0","0","0","0","0","3","0","0","0","1","0","0","1","0"
"Sun Jan 21 2007 07:00:00 GMT+0700 (Indochina Time)","1","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","1","0","0","1","1","0","0","1","1","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2","0","0","1","1","1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","2","0","1","0"
"Mon Jan 22 2007 07:00:00 GMT+0700 (Indochina Time)","0","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","1","1","0","1","0","0","0","1","0","1","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","0","0","1","0","0","0","0","1","1","0","1","0","1","0","2","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0"
"Tue Jan 23 2007 07:00:00 GMT+0700 (Indochina Time)","0","0","0","0","0","0","0","0","1","0","0","1","2","0","0","0","1","0","0","1","1","1","1","1","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","2","1","3","0","0","1","0","0","0","0","0","0","0","0","0","0"
"Wed Jan 24 2007 07:00:00 GMT+0700 (Indochina Time)","0","0","1","1","0","0","0","1","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","2","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","1","1","0","0","0","1","2","0","0","0","0","1","1","0","0","0","0","1","0","0","0","0","1","1","0","0","0","0","1","0","1","0","0","0","0"
"Thu Jan 25 2007 07:00:00 GMT+0700 (Indochina Time)","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","1","2","0","0","2","0","1","0","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","1","0","0","0","2","0","1","0","0"
"Fri Jan 26 2007 07:00:00 GMT+0700 (Indochina Time)","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","1","0","0","2","2","2","0","0","1","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","2","0","0"
"Sat Jan 27 2007 07:00:00 GMT+0700 (Indochina Time)","1","0","1","0","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","2","0","1","0","0","0","0","0","0","2","0","0","1","1","0","0","0","0","0","0","0","1","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","1","0","1","0","0"
"Sun Jan 28 2007 07:00:00 GMT+0700 (Indochina Time)","1","0","0","0","1","0","0","0","2","1","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","1","1","0","1","0","0","1","0","0","0","0","2","0","1","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","2","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0"
"Mon Jan 29 2007 07:00:00 GMT+0700 (Indochina Time)","0","0","0","0","0","1","0","1","0","0","0","0","0","0","1","0","0","2","1","0","0","0","1","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","1","1","0","0","1","0","0","0","1","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","2","0","1","0","1","1","0","0","0","0","0","0","0","0","0","1","0","0"
"Tue Jan 30 2007 07:00:00 GMT+0700 (Indochina Time)","1","0","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","2","0","0","1","0","0","0","1","1","0","1","2","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","0","0","1"
