"draw_date","prize1","prize2_1","prize2_2","prize3_1","prize3_2","prize3_3","prize3_4","prize3_5","prize3_6","prize4_1","prize4_2","prize4_3","prize4_4","prize5_1","prize5_2","prize5_3","prize5_4","prize5_5","prize5_6","prize6_1","prize6_2","prize6_3","prize7_1","prize7_2","prize7_3","prize7_4","special_prize"
"2008-02-29T00:00:00.000Z","26698","48294 "," 18966","10377 "," 61019 "," 30509 "," 43566 "," 80952 "," 73257","2176 "," 5897 "," 1098 "," 7874","7452 "," 8255 "," 7361 "," 5087 "," 4233 "," 1536","306 "," 719 "," 548","70 "," 88 "," 69 "," 35","05108"
"2008-03-01T00:00:00.000Z","25845","35380 "," 25730","50240 "," 81387 "," 81446 "," 75325 "," 41210 "," 14362","4826 "," 2287 "," 2054 "," 1764","8694 "," 0966 "," 5015 "," 8053 "," 3348 "," 4057","564 "," 565 "," 491","98 "," 67 "," 06 "," 88","47438"
"2008-03-02T00:00:00.000Z","36522","95456 "," 27741","36333 "," 84694 "," 34436 "," 99784 "," 36619 "," 41876","2195 "," 1111 "," 7450 "," 6592","4354 "," 2699 "," 4584 "," 2853 "," 9213 "," 7369","879 "," 638 "," 302","71 "," 40 "," 67 "," 27","07147"
"2008-03-03T00:00:00.000Z","99627","51832 "," 69974","94324 "," 73552 "," 34959 "," 14253 "," 68946 "," 82811","1944 "," 7962 "," 9843 "," 4486","4213 "," 3665 "," 0307 "," 1029 "," 0586 "," 4792","869 "," 693 "," 385","21 "," 61 "," 47 "," 67","62351"
"2008-03-04T00:00:00.000Z","36210","22681 "," 87174","74348 "," 47001 "," 73804 "," 50064 "," 16059 "," 62584","4443 "," 6577 "," 1451 "," 7079","0630 "," 2718 "," 6076 "," 8424 "," 8279 "," 9337","006 "," 845 "," 479","32 "," 80 "," 69 "," 57","62616"
"2008-03-05T00:00:00.000Z","68750","43906 "," 56212","64062 "," 76825 "," 51214 "," 03779 "," 72723 "," 91633","3175 "," 5321 "," 4547 "," 6715","4381 "," 2580 "," 2504 "," 0995 "," 9334 "," 3095","411 "," 499 "," 843","05 "," 19 "," 70 "," 32","33446"
"2008-03-06T00:00:00.000Z","25454","28507 "," 00212","19106 "," 22833 "," 60513 "," 13010 "," 78577 "," 72401","4057 "," 3455 "," 1653 "," 7360","3971 "," 4744 "," 7026 "," 1300 "," 7055 "," 1907","890 "," 144 "," 016","19 "," 75 "," 13 "," 08","50910"
"2008-03-07T00:00:00.000Z","36363","46971 "," 52370","06168 "," 56624 "," 89763 "," 38773 "," 17546 "," 96387","5795 "," 2432 "," 8128 "," 2464","9393 "," 5217 "," 1286 "," 0425 "," 0789 "," 7482","189 "," 128 "," 423","29 "," 54 "," 40 "," 78","92503"
"2008-03-08T00:00:00.000Z","77877","27959 "," 95206","87033 "," 56211 "," 84013 "," 39044 "," 05243 "," 70505","2645 "," 8895 "," 8494 "," 9495","9546 "," 4595 "," 9823 "," 3849 "," 2206 "," 3301","229 "," 060 "," 622","30 "," 16 "," 35 "," 74","66280"
"2008-03-09T00:00:00.000Z","19828","95108 "," 56579","87380 "," 29730 "," 56999 "," 36857 "," 36450 "," 06439","7519 "," 9639 "," 9046 "," 2639","1390 "," 2601 "," 0558 "," 2384 "," 2538 "," 7342","301 "," 939 "," 990","45 "," 31 "," 62 "," 70","72691"
"2008-03-10T00:00:00.000Z","14785","16002 "," 59406","25226 "," 52061 "," 19310 "," 60059 "," 04529 "," 98449","2185 "," 3685 "," 2118 "," 3590","1580 "," 3088 "," 1436 "," 9986 "," 0336 "," 2961","326 "," 003 "," 918","48 "," 82 "," 80 "," 06","89079"
"2008-03-11T00:00:00.000Z","96945","75360 "," 75210","62614 "," 01898 "," 77589 "," 42842 "," 12244 "," 86641","9565 "," 9036 "," 1674 "," 5118","6163 "," 4110 "," 6457 "," 0339 "," 0345 "," 1181","914 "," 104 "," 389","25 "," 75 "," 42 "," 20","43191"
"2008-03-12T00:00:00.000Z","30078","41259 "," 18355","33570 "," 65016 "," 34421 "," 80929 "," 36254 "," 77362","6681 "," 4786 "," 7791 "," 2554","2537 "," 4378 "," 3539 "," 5069 "," 9034 "," 6395","547 "," 633 "," 941","05 "," 66 "," 47 "," 51","96994"
"2008-03-13T00:00:00.000Z","99280","92768 "," 26990","10755 "," 76168 "," 61488 "," 36123 "," 09149 "," 82639","5711 "," 0290 "," 8012 "," 0458","5884 "," 3106 "," 3654 "," 7572 "," 1554 "," 8185","862 "," 396 "," 751","23 "," 97 "," 37 "," 86","86246"
"2008-03-14T00:00:00.000Z","96175","41197 "," 48669","84865 "," 08582 "," 08740 "," 75819 "," 29380 "," 22898","7546 "," 2739 "," 6555 "," 5744","2317 "," 5741 "," 3552 "," 1870 "," 5614 "," 3605","533 "," 062 "," 938","85 "," 46 "," 97 "," 96","82050"
"2008-03-15T00:00:00.000Z","15841","50938 "," 92103","63244 "," 31936 "," 83743 "," 25633 "," 17856 "," 56839","4670 "," 2747 "," 9805 "," 1252","9788 "," 2017 "," 4963 "," 3615 "," 2862 "," 0482","416 "," 170 "," 909","84 "," 67 "," 88 "," 17","61118"
"2008-03-16T00:00:00.000Z","88167","42307 "," 58939","29403 "," 63133 "," 29519 "," 05230 "," 97593 "," 02299","9905 "," 7141 "," 4113 "," 3900","9244 "," 0450 "," 8756 "," 5161 "," 5841 "," 0884","234 "," 935 "," 543","95 "," 33 "," 74 "," 54","95017"
"2008-03-17T00:00:00.000Z","15219","76192 "," 96727","28142 "," 66471 "," 49228 "," 62707 "," 81709 "," 39437","9617 "," 7211 "," 2031 "," 3189","2254 "," 7434 "," 7528 "," 1673 "," 1980 "," 4965","094 "," 719 "," 175","43 "," 01 "," 99 "," 36","17464"
"2008-03-18T00:00:00.000Z","04621","62194 "," 09301","25428 "," 36724 "," 68351 "," 41140 "," 94358 "," 34479","7746 "," 1366 "," 0614 "," 2462","8582 "," 1799 "," 0083 "," 5079 "," 0199 "," 7735","154 "," 700 "," 537","61 "," 80 "," 32 "," 92","06299"
"2008-03-19T00:00:00.000Z","58854","97987 "," 80739","53918 "," 68300 "," 18797 "," 36238 "," 23510 "," 21237","4167 "," 4056 "," 9061 "," 9715","0330 "," 4409 "," 3382 "," 6834 "," 2144 "," 5833","915 "," 213 "," 555","59 "," 16 "," 07 "," 87","02180"
"2008-03-20T00:00:00.000Z","90030","46224 "," 19170","00297 "," 80473 "," 96919 "," 67291 "," 60955 "," 60336","6526 "," 1209 "," 2987 "," 8283","1831 "," 1772 "," 9061 "," 4272 "," 1635 "," 3274","864 "," 797 "," 397","15 "," 93 "," 92 "," 58","13697"
"2008-03-21T00:00:00.000Z","07417","49590 "," 10094","37884 "," 57670 "," 13822 "," 08735 "," 89763 "," 57217","9176 "," 3488 "," 0268 "," 4932","4273 "," 2030 "," 8540 "," 8573 "," 7491 "," 7787","785 "," 469 "," 939","57 "," 77 "," 90 "," 00","40905"
"2008-03-22T00:00:00.000Z","22255","81914 "," 85159","62355 "," 43434 "," 89905 "," 43959 "," 65879 "," 82986","1165 "," 5852 "," 4666 "," 9133","9383 "," 1181 "," 0658 "," 5839 "," 2873 "," 2829","599 "," 808 "," 447","92 "," 38 "," 41 "," 66","00913"
"2008-03-23T00:00:00.000Z","58253","20029 "," 26019","98374 "," 87666 "," 85703 "," 27740 "," 51368 "," 99666","9614 "," 7960 "," 0096 "," 5033","0612 "," 4763 "," 8003 "," 0332 "," 9365 "," 1210","841 "," 403 "," 594","98 "," 35 "," 25 "," 69","04384"
"2008-03-24T00:00:00.000Z","38308","05279 "," 27576","75381 "," 62788 "," 75198 "," 08279 "," 55924 "," 42995","2103 "," 8152 "," 6003 "," 2761","1393 "," 4442 "," 0421 "," 5087 "," 7038 "," 7811","405 "," 470 "," 516","47 "," 01 "," 51 "," 50","07882"
"2008-03-25T00:00:00.000Z","51458","16594 "," 63543","36030 "," 87710 "," 66976 "," 72043 "," 09374 "," 82015","0696 "," 4746 "," 5313 "," 4910","0188 "," 1770 "," 8128 "," 5756 "," 3227 "," 2545","587 "," 170 "," 576","22 "," 26 "," 41 "," 30","33401"
"2008-03-26T00:00:00.000Z","44601","51313 "," 31474","48274 "," 22360 "," 93890 "," 41911 "," 90110 "," 32872","0216 "," 9938 "," 6379 "," 8516","0219 "," 7841 "," 1175 "," 0234 "," 0699 "," 3844","873 "," 533 "," 661","06 "," 14 "," 50 "," 59","01632"
"2008-03-27T00:00:00.000Z","90874","79090 "," 16199","85536 "," 51273 "," 20105 "," 69531 "," 30250 "," 60380","9233 "," 2791 "," 2790 "," 5446","2712 "," 6722 "," 4029 "," 8211 "," 1385 "," 4337","473 "," 902 "," 439","02 "," 42 "," 46 "," 00","79660"
"2008-03-28T00:00:00.000Z","02117","47573 "," 14786","66434 "," 92317 "," 59167 "," 23850 "," 22796 "," 47309","3350 "," 8954 "," 3579 "," 0261","0234 "," 9329 "," 2056 "," 5068 "," 4635 "," 1926","638 "," 830 "," 848","09 "," 01 "," 54 "," 35","27208"
"2008-03-29T00:00:00.000Z","60714","04727 "," 21732","65259 "," 90303 "," 21801 "," 56242 "," 35309 "," 90293","7636 "," 5200 "," 4724 "," 6712","1430 "," 0218 "," 3723 "," 5470 "," 7420 "," 2008","083 "," 799 "," 198","27 "," 67 "," 80 "," 94","12608"
"2008-03-30T00:00:00.000Z","52914","01779 "," 87444","45154 "," 95225 "," 62095 "," 11446 "," 96546 "," 84193","0510 "," 8943 "," 9462 "," 5954","9115 "," 0091 "," 8258 "," 2225 "," 1567 "," 2582","537 "," 093 "," 761","88 "," 18 "," 24 "," 93","99935"
"2008-03-31T00:00:00.000Z","47554","19038 "," 11798","88800 "," 77060 "," 57459 "," 89120 "," 16732 "," 48857","7136 "," 1332 "," 3550 "," 7000","3436 "," 4351 "," 9161 "," 0369 "," 2274 "," 9643","066 "," 597 "," 925","14 "," 25 "," 97 "," 04","65636"
"2008-04-01T00:00:00.000Z","87767","04415 "," 90187","31947 "," 51970 "," 26115 "," 07228 "," 16524 "," 29485","7315 "," 4551 "," 3478 "," 3018","0852 "," 4009 "," 1181 "," 4866 "," 5973 "," 6340","891 "," 364 "," 763","60 "," 03 "," 72 "," 25","56141"
"2008-04-02T00:00:00.000Z","26304","36058 "," 13787","80033 "," 32189 "," 70411 "," 73340 "," 46412 "," 63787","4605 "," 7240 "," 1493 "," 2253","7966 "," 5588 "," 5166 "," 2921 "," 5142 "," 5437","173 "," 969 "," 043","50 "," 25 "," 74 "," 32","34202"
"2008-04-03T00:00:00.000Z","23704","64664 "," 65699","22065 "," 98010 "," 97742 "," 96589 "," 67146 "," 60116","4442 "," 4464 "," 9731 "," 5070","8760 "," 4682 "," 0662 "," 2633 "," 3235 "," 3061","541 "," 051 "," 524","34 "," 23 "," 64 "," 71","00272"
"2008-04-04T00:00:00.000Z","68349","29250 "," 63666","34592 "," 00674 "," 74092 "," 65195 "," 56674 "," 10718","5813 "," 5197 "," 4091 "," 7450","6803 "," 5400 "," 6342 "," 8743 "," 5908 "," 7982","394 "," 496 "," 032","94 "," 19 "," 49 "," 48","37702"
"2008-04-05T00:00:00.000Z","44617","23794 "," 31834","33367 "," 67850 "," 47882 "," 30718 "," 34774 "," 47494","3845 "," 0999 "," 5294 "," 0140","9010 "," 9262 "," 9436 "," 2882 "," 6492 "," 7745","199 "," 577 "," 667","59 "," 36 "," 07 "," 67","83087"
"2008-04-06T00:00:00.000Z","04261","29949 "," 77103","69687 "," 95271 "," 28794 "," 24973 "," 68991 "," 98349","7189 "," 6067 "," 8261 "," 0372","2296 "," 6928 "," 9140 "," 3253 "," 5655 "," 9144","449 "," 416 "," 044","02 "," 64 "," 52 "," 37","54804"
"2008-04-07T00:00:00.000Z","01478","52402 "," 41940","82187 "," 03210 "," 35011 "," 93575 "," 65669 "," 33368","3237 "," 9358 "," 5621 "," 9685","4973 "," 0721 "," 3348 "," 1611 "," 6331 "," 2723","224 "," 245 "," 082","31 "," 16 "," 59 "," 47","18983"
"2008-04-08T00:00:00.000Z","41581","43095 "," 70490","18589 "," 06591 "," 17701 "," 73006 "," 90902 "," 46442","3181 "," 6855 "," 9741 "," 7027","9905 "," 6847 "," 8479 "," 2401 "," 6352 "," 9480","241 "," 014 "," 263","17 "," 00 "," 29 "," 36","99688"
"2008-04-09T00:00:00.000Z","29655","96309 "," 15848","84880 "," 32622 "," 46715 "," 17191 "," 12116 "," 56768","0036 "," 4814 "," 4334 "," 0139","1706 "," 0838 "," 6428 "," 0018 "," 4584 "," 1183","372 "," 375 "," 644","90 "," 66 "," 47 "," 91","34400"
"2008-04-10T00:00:00.000Z","95125","65309 "," 46216","81633 "," 59069 "," 22904 "," 04138 "," 00986 "," 76551","2614 "," 5501 "," 0008 "," 0070","0720 "," 4918 "," 2834 "," 2547 "," 1247 "," 2466","056 "," 001 "," 329","09 "," 11 "," 74 "," 54","31677"
"2008-04-11T00:00:00.000Z","52167","87464 "," 86069","98262 "," 92672 "," 40946 "," 03533 "," 03037 "," 87689","9656 "," 4835 "," 2149 "," 6077","7750 "," 1730 "," 3489 "," 6031 "," 4193 "," 3996","390 "," 497 "," 033","59 "," 01 "," 19 "," 34","54560"
"2008-04-12T00:00:00.000Z","75757","99687 "," 25335","40589 "," 50820 "," 64911 "," 35928 "," 66265 "," 38982","9148 "," 3360 "," 1018 "," 5695","8997 "," 4623 "," 4692 "," 7788 "," 6599 "," 3829","108 "," 988 "," 042","34 "," 05 "," 31 "," 41","14275"
"2008-04-13T00:00:00.000Z","15183","39613 "," 74810","33705 "," 66245 "," 81798 "," 84756 "," 77319 "," 44861","2397 "," 0973 "," 1282 "," 4288","0183 "," 9906 "," 3539 "," 1843 "," 1476 "," 3320","215 "," 893 "," 805","29 "," 00 "," 99 "," 15","23216"
"2008-04-14T00:00:00.000Z","14628","41358 "," 21788","90285 "," 90236 "," 11656 "," 32906 "," 99320 "," 58803","3846 "," 3315 "," 5369 "," 9276","5501 "," 3791 "," 1826 "," 9826 "," 3857 "," 0571","327 "," 513 "," 283","45 "," 60 "," 06 "," 03","86045"
"2008-04-15T00:00:00.000Z","30136","36062 "," 66995","50478 "," 00719 "," 11935 "," 07690 "," 57415 "," 81198","5707 "," 2353 "," 5136 "," 0625","9650 "," 1293 "," 1678 "," 7543 "," 0941 "," 5887","387 "," 059 "," 622","95 "," 52 "," 61 "," 89","87616"
"2008-04-16T00:00:00.000Z","65358","69360 "," 23696","48792 "," 40856 "," 60001 "," 65141 "," 03286 "," 86253","0848 "," 1917 "," 0799 "," 5294","4731 "," 6800 "," 7922 "," 5076 "," 0384 "," 2465","371 "," 782 "," 480","30 "," 82 "," 60 "," 52","83937"
"2008-04-17T00:00:00.000Z","82459","81044 "," 77843","47411 "," 37229 "," 10533 "," 46551 "," 26189 "," 31596","9886 "," 2666 "," 4160 "," 3574","2249 "," 0340 "," 4885 "," 9893 "," 5455 "," 8560","581 "," 542 "," 111","87 "," 46 "," 81 "," 68","84878"
"2008-04-18T00:00:00.000Z","08940","32786 "," 26517","25444 "," 64506 "," 35989 "," 56189 "," 97607 "," 95283","8653 "," 3155 "," 6168 "," 2706","6214 "," 0362 "," 0029 "," 0264 "," 0164 "," 8224","832 "," 940 "," 493","51 "," 58 "," 71 "," 09","72101"
"2008-04-20T00:00:00.000Z","86595","24542 "," 60196","77539 "," 07453 "," 34138 "," 61518 "," 70306 "," 57702","0313 "," 5386 "," 1858 "," 5961","1709 "," 5107 "," 1137 "," 7849 "," 3038 "," 1238","360 "," 127 "," 527","81 "," 59 "," 67 "," 03","65540"
"2008-04-21T00:00:00.000Z","54970","35589 "," 62284","29361 "," 24921 "," 33152 "," 98977 "," 39197 "," 97637","3915 "," 6854 "," 3392 "," 8402","7169 "," 7614 "," 7313 "," 6209 "," 6880 "," 6728","006 "," 648 "," 135","38 "," 32 "," 89 "," 86","06128"
"2008-04-22T00:00:00.000Z","22758","52976 "," 72540","13663 "," 89768 "," 70554 "," 46932 "," 28653 "," 05693","5749 "," 5222 "," 7453 "," 0806","2343 "," 7524 "," 4467 "," 9320 "," 6459 "," 5968","094 "," 708 "," 909","19 "," 47 "," 15 "," 63","09503"
"2008-04-23T00:00:00.000Z","63826","04909 "," 25699","78361 "," 79320 "," 53180 "," 19870 "," 94121 "," 51590","2438 "," 9402 "," 8055 "," 8805","7878 "," 1825 "," 9915 "," 1205 "," 8070 "," 0924","687 "," 940 "," 629","42 "," 76 "," 24 "," 80","88061"
"2008-04-24T00:00:00.000Z","09102","52339 "," 71560","87448 "," 66233 "," 42212 "," 53356 "," 57663 "," 76901","9149 "," 3021 "," 2018 "," 0252","0888 "," 9964 "," 4512 "," 3984 "," 0519 "," 4405","879 "," 437 "," 906","04 "," 48 "," 08 "," 64","97133"
"2008-04-25T00:00:00.000Z","21429","64586 "," 52295","98236 "," 55180 "," 24574 "," 33916 "," 89910 "," 49476","6003 "," 9652 "," 7331 "," 7976","1088 "," 7243 "," 9798 "," 9970 "," 1476 "," 0384","668 "," 043 "," 156","20 "," 91 "," 06 "," 68","48444"
"2008-04-26T00:00:00.000Z","03952","22131 "," 61633","08643 "," 67686 "," 23372 "," 86422 "," 29291 "," 25673","1969 "," 8135 "," 0326 "," 4671","3499 "," 7244 "," 8104 "," 9653 "," 7179 "," 2202","739 "," 560 "," 344","28 "," 15 "," 26 "," 89","02964"
"2008-04-27T00:00:00.000Z","23581","17715 "," 79833","12180 "," 47572 "," 37408 "," 54324 "," 27577 "," 91496","9770 "," 4910 "," 1804 "," 3886","6216 "," 0427 "," 1709 "," 2909 "," 4022 "," 4737","578 "," 348 "," 229","97 "," 54 "," 53 "," 57","80701"
"2008-04-28T00:00:00.000Z","52554","97178 "," 01722","59948 "," 32429 "," 22845 "," 58583 "," 74261 "," 93895","7976 "," 8458 "," 3557 "," 1953","6878 "," 7116 "," 8483 "," 6999 "," 0810 "," 5275","809 "," 992 "," 158","19 "," 97 "," 96 "," 07","53633"
"2008-04-29T00:00:00.000Z","95061","58406 "," 45130","05196 "," 95374 "," 81386 "," 69293 "," 39097 "," 90904","3275 "," 4215 "," 8646 "," 1114","5579 "," 9200 "," 6213 "," 4798 "," 9213 "," 1865","928 "," 302 "," 019","11 "," 80 "," 58 "," 18","06562"
"2008-04-30T00:00:00.000Z","60299","08316 "," 19427","86876 "," 85274 "," 86345 "," 09380 "," 63318 "," 34498","3643 "," 7176 "," 3756 "," 3065","2248 "," 0479 "," 9875 "," 3493 "," 2266 "," 6884","394 "," 171 "," 027","11 "," 84 "," 21 "," 25","61670"
"2008-05-01T00:00:00.000Z","60932","59751 "," 81857","87962 "," 87809 "," 53483 "," 01210 "," 67863 "," 85931","7940 "," 0404 "," 4247 "," 3313","7519 "," 2936 "," 8766 "," 2092 "," 0674 "," 1771","273 "," 252 "," 883","09 "," 01 "," 74 "," 67","38368"
"2008-05-02T00:00:00.000Z","45764","67535 "," 02485","15292 "," 83421 "," 96788 "," 45460 "," 58831 "," 75517","0830 "," 8666 "," 4462 "," 6341","9721 "," 6671 "," 4130 "," 2490 "," 5324 "," 5812","365 "," 273 "," 303","97 "," 18 "," 48 "," 05","88698"
"2008-05-03T00:00:00.000Z","14286","66604 "," 21565","66345 "," 31895 "," 08903 "," 41786 "," 16074 "," 13289","5604 "," 0984 "," 2581 "," 9760","7490 "," 0375 "," 2244 "," 7240 "," 1870 "," 1643","864 "," 236 "," 589","50 "," 86 "," 15 "," 28","86343"
"2008-05-04T00:00:00.000Z","13399","79558 "," 00714","28918 "," 53462 "," 44416 "," 93881 "," 67195 "," 58629","5334 "," 7945 "," 5447 "," 7896","7278 "," 7843 "," 8339 "," 7524 "," 2848 "," 8879","961 "," 047 "," 195","66 "," 96 "," 41 "," 25","66552"
"2008-05-05T00:00:00.000Z","77249","83626 "," 36325","98438 "," 39040 "," 98552 "," 57856 "," 50749 "," 20247","4537 "," 8155 "," 2788 "," 3403","5754 "," 9336 "," 9853 "," 3626 "," 8571 "," 5300","156 "," 256 "," 196","44 "," 40 "," 37 "," 01","65809"
"2008-05-06T00:00:00.000Z","04111","89485 "," 99879","74408 "," 81275 "," 33510 "," 06803 "," 86036 "," 56289","0584 "," 3928 "," 9961 "," 6745","0207 "," 8094 "," 2719 "," 4873 "," 3638 "," 2083","124 "," 982 "," 745","73 "," 91 "," 95 "," 52","10436"
"2008-05-07T00:00:00.000Z","23095","04077 "," 20765","58243 "," 51467 "," 91310 "," 60949 "," 73379 "," 22049","4409 "," 6595 "," 3250 "," 5350","5710 "," 1718 "," 8767 "," 9427 "," 3855 "," 9710","403 "," 790 "," 168","41 "," 86 "," 33 "," 46","63955"
"2008-05-08T00:00:00.000Z","43875","32345 "," 77161","09985 "," 17579 "," 75354 "," 80263 "," 29820 "," 92593","8613 "," 7404 "," 8280 "," 2679","7257 "," 0490 "," 3857 "," 5248 "," 0516 "," 5864","694 "," 773 "," 465","89 "," 30 "," 65 "," 39","87688"
"2008-05-09T00:00:00.000Z","05978","50090 "," 91835","92062 "," 24947 "," 56277 "," 96863 "," 93635 "," 92915","6045 "," 6133 "," 9838 "," 2344","7311 "," 3876 "," 4568 "," 7249 "," 6556 "," 3179","204 "," 872 "," 760","03 "," 81 "," 52 "," 26","47082"
"2008-05-10T00:00:00.000Z","08664","58352 "," 87817","46444 "," 44862 "," 18205 "," 12933 "," 60128 "," 38537","5981 "," 1306 "," 6992 "," 2738","8472 "," 5087 "," 9117 "," 0748 "," 5966 "," 6541","653 "," 186 "," 880","27 "," 28 "," 41 "," 02","40177"
"2008-05-11T00:00:00.000Z","65497","86937 "," 24731","07494 "," 59106 "," 42857 "," 46478 "," 16466 "," 58167","3166 "," 3529 "," 1200 "," 1848","9127 "," 2158 "," 7962 "," 4921 "," 1127 "," 9879","164 "," 605 "," 984","73 "," 10 "," 30 "," 15","93509"
"2008-05-12T00:00:00.000Z","25107","27584 "," 07200","93971 "," 09385 "," 60922 "," 08496 "," 43909 "," 40195","9654 "," 0652 "," 2454 "," 4153","9486 "," 4083 "," 2648 "," 9492 "," 9432 "," 8484","529 "," 198 "," 999","94 "," 32 "," 28 "," 23","06061"
"2008-05-13T00:00:00.000Z","82270","49693 "," 63827","96260 "," 08395 "," 60171 "," 56460 "," 24383 "," 60433","4079 "," 1720 "," 4411 "," 0161","6153 "," 8470 "," 4456 "," 7807 "," 2255 "," 3656","706 "," 965 "," 778","70 "," 56 "," 47 "," 32","90732"
"2008-05-14T00:00:00.000Z","58765","05515 "," 13766","05475 "," 49501 "," 29093 "," 72928 "," 36010 "," 39416","7142 "," 6429 "," 2694 "," 7558","7527 "," 1349 "," 6179 "," 7849 "," 3464 "," 0951","017 "," 333 "," 944","86 "," 70 "," 99 "," 98","30329"
"2008-05-15T00:00:00.000Z","63234","01587 "," 46201","72360 "," 75460 "," 52997 "," 48755 "," 59808 "," 19718","9568 "," 2514 "," 1212 "," 9994","6926 "," 9056 "," 1567 "," 0816 "," 8975 "," 3257","979 "," 019 "," 692","01 "," 03 "," 22 "," 32","38970"
"2008-05-16T00:00:00.000Z","97270","97314 "," 47400","93412 "," 33299 "," 18420 "," 44453 "," 62760 "," 06968","2444 "," 5147 "," 8537 "," 0957","1514 "," 0364 "," 9677 "," 1023 "," 9653 "," 2710","655 "," 972 "," 303","75 "," 54 "," 42 "," 63","00352"
"2008-05-17T00:00:00.000Z","34066","75448 "," 62776","05921 "," 64257 "," 38149 "," 22830 "," 11552 "," 76919","2621 "," 9760 "," 8328 "," 3939","6726 "," 0686 "," 6512 "," 9035 "," 2159 "," 3075","001 "," 867 "," 616","28 "," 15 "," 66 "," 25","48412"
"2008-05-18T00:00:00.000Z","73697","11615 "," 75716","05140 "," 78168 "," 53927 "," 58041 "," 39100 "," 87281","4885 "," 0969 "," 3147 "," 3878","8465 "," 3660 "," 5223 "," 4685 "," 3042 "," 2683","070 "," 966 "," 532","36 "," 33 "," 56 "," 08","59522"
"2008-05-19T00:00:00.000Z","97586","07410 "," 09400","78974 "," 80087 "," 98234 "," 50122 "," 95193 "," 72702","8341 "," 8039 "," 6349 "," 6854","6021 "," 0444 "," 8026 "," 1924 "," 3707 "," 7390","736 "," 048 "," 477","59 "," 60 "," 36 "," 70","99368"
"2008-05-20T00:00:00.000Z","48211","10936 "," 97062","26675 "," 92673 "," 49658 "," 79813 "," 54611 "," 64915","8899 "," 0945 "," 2713 "," 1521","3912 "," 7558 "," 4344 "," 7697 "," 7909 "," 5809","865 "," 378 "," 104","87 "," 55 "," 90 "," 01","18844"
"2008-05-21T00:00:00.000Z","07105","35115 "," 77517","35450 "," 07374 "," 23146 "," 96404 "," 85983 "," 20482","6414 "," 9250 "," 7002 "," 5243","1106 "," 3671 "," 0528 "," 0713 "," 7998 "," 6990","074 "," 007 "," 448","78 "," 76 "," 59 "," 69","05762"
"2008-05-22T00:00:00.000Z","39717","32178 "," 01374","86896 "," 63471 "," 39707 "," 88153 "," 00884 "," 62285","1657 "," 9088 "," 2748 "," 1977","8902 "," 0803 "," 8226 "," 6474 "," 2220 "," 1330","586 "," 234 "," 666","14 "," 83 "," 96 "," 99","33601"
"2008-05-23T00:00:00.000Z","51449","99232 "," 59521","37718 "," 45358 "," 18892 "," 35384 "," 26881 "," 11398","4002 "," 6360 "," 7548 "," 0102","6996 "," 5356 "," 6820 "," 0499 "," 6281 "," 0850","364 "," 609 "," 582","83 "," 53 "," 54 "," 87","69034"
"2008-05-24T00:00:00.000Z","65127","87664 "," 07977","28382 "," 10617 "," 49140 "," 59513 "," 37940 "," 17773","1638 "," 1852 "," 5146 "," 4848","8159 "," 7358 "," 5603 "," 9170 "," 0274 "," 4108","477 "," 795 "," 711","36 "," 63 "," 37 "," 65","83623"
"2008-05-25T00:00:00.000Z","20310","91127 "," 27918","47828 "," 50589 "," 11358 "," 45910 "," 32105 "," 77419","2970 "," 7501 "," 7926 "," 9150","4039 "," 9009 "," 3842 "," 7805 "," 9227 "," 9471","676 "," 267 "," 066","35 "," 06 "," 64 "," 93","68587"
"2008-05-26T00:00:00.000Z","77445","80202 "," 06966","61615 "," 23795 "," 75968 "," 85297 "," 08617 "," 14856","3961 "," 9506 "," 5511 "," 9366","0902 "," 1409 "," 8681 "," 5062 "," 1955 "," 7701","721 "," 416 "," 122","08 "," 10 "," 09 "," 95","49205"
"2008-05-27T00:00:00.000Z","94101","03241 "," 78678","43657 "," 92529 "," 58468 "," 86894 "," 76346 "," 68330","3555 "," 6639 "," 5215 "," 4802","6104 "," 1807 "," 0428 "," 7211 "," 0727 "," 3337","250 "," 284 "," 708","59 "," 88 "," 54 "," 67","29708"
"2008-05-28T00:00:00.000Z","18255","62536 "," 33768","02636 "," 83544 "," 78881 "," 24912 "," 36541 "," 76130","5943 "," 5181 "," 4664 "," 1520","1131 "," 7602 "," 2366 "," 6593 "," 3814 "," 9249","647 "," 725 "," 682","56 "," 73 "," 72 "," 20","46635"
"2008-05-29T00:00:00.000Z","92360","53476 "," 14729","15578 "," 32730 "," 13866 "," 61365 "," 67301 "," 32609","7454 "," 6653 "," 6248 "," 9019","5034 "," 6276 "," 7337 "," 6305 "," 0684 "," 4328","664 "," 880 "," 258","09 "," 98 "," 80 "," 55","28916"
"2008-05-30T00:00:00.000Z","63071","50793 "," 11608","45458 "," 36487 "," 75060 "," 02744 "," 29236 "," 68549","6911 "," 4409 "," 8031 "," 2456","3565 "," 6455 "," 4076 "," 4355 "," 0393 "," 6899","107 "," 544 "," 103","71 "," 26 "," 01 "," 34","11787"
"2008-05-31T00:00:00.000Z","11809","33343 "," 21227","82148 "," 29453 "," 33413 "," 98923 "," 97087 "," 07254","1115 "," 9453 "," 2277 "," 5073","5323 "," 6372 "," 8984 "," 3624 "," 3869 "," 9401","806 "," 408 "," 223","93 "," 13 "," 05 "," 44","08906"
