"draw_date","prize1","prize2_1","prize2_2","prize3_1","prize3_2","prize3_3","prize3_4","prize3_5","prize3_6","prize4_1","prize4_2","prize4_3","prize4_4","prize5_1","prize5_2","prize5_3","prize5_4","prize5_5","prize5_6","prize6_1","prize6_2","prize6_3","prize7_1","prize7_2","prize7_3","prize7_4","special_prize"
"2006-09-23T00:00:00.000Z","16367","53513 "," 52705","74288 "," 29619 "," 42320 "," 56187 "," 53944 "," 32767","9689 "," 0042 "," 8982 "," 4132","4560 "," 2747 "," 1213 "," 5417 "," 3176 "," 3997","271 "," 553 "," 404","56 "," 70 "," 48 "," 58","80385"
"2006-09-24T00:00:00.000Z","67268","94037 "," 79566","07246 "," 14045 "," 71270 "," 84394 "," 11062 "," 22682","7081 "," 2575 "," 5373 "," 7872","2032 "," 0364 "," 3481 "," 9112 "," 5245 "," 3846","808 "," 096 "," 832","94 "," 20 "," 96 "," 93","70510"
"2006-09-25T00:00:00.000Z","93889","13704 "," 22657","77505 "," 39218 "," 91384 "," 57005 "," 64268 "," 95714","7807 "," 4667 "," 1306 "," 6102","3170 "," 4680 "," 2150 "," 8982 "," 8353 "," 5981","785 "," 424 "," 848","45 "," 43 "," 65 "," 93","00537"
"2006-09-26T00:00:00.000Z","66795","10371 "," 65213","39275 "," 24483 "," 55578 "," 27364 "," 68876 "," 34309","1827 "," 6056 "," 6304 "," 1974","4035 "," 4196 "," 3266 "," 4945 "," 0028 "," 6415","829 "," 213 "," 555","56 "," 64 "," 36 "," 70","81476"
"2006-09-27T00:00:00.000Z","39921","34618 "," 93061","32377 "," 56071 "," 84065 "," 38404 "," 47869 "," 68682","3371 "," 4151 "," 4447 "," 6218","0778 "," 5952 "," 1959 "," 8051 "," 4441 "," 4625","445 "," 103 "," 737","81 "," 88 "," 54 "," 40","80442"
"2006-09-28T00:00:00.000Z","16858","38202 "," 52711","43093 "," 66901 "," 08473 "," 55770 "," 68374 "," 28794","3459 "," 5154 "," 7698 "," 2278","3235 "," 7373 "," 8189 "," 2618 "," 2487 "," 3831","681 "," 804 "," 376","37 "," 31 "," 26 "," 43","03636"
"2006-09-29T00:00:00.000Z","55102","90325 "," 79978","74779 "," 59411 "," 18230 "," 52633 "," 79087 "," 53059","7324 "," 0914 "," 0891 "," 5009","7776 "," 1659 "," 8054 "," 9910 "," 3952 "," 1977","817 "," 156 "," 834","59 "," 37 "," 28 "," 17","05384"
"2006-09-30T00:00:00.000Z","07295","94888 "," 41382","22807 "," 99406 "," 68953 "," 96916 "," 54595 "," 60537","0017 "," 5702 "," 8730 "," 2155","7363 "," 0774 "," 4241 "," 1909 "," 7049 "," 2417","575 "," 465 "," 992","53 "," 80 "," 56 "," 27","53949"
"2006-10-01T00:00:00.000Z","21066","07542 "," 32910","46211 "," 83052 "," 34647 "," 71293 "," 48991 "," 70226","8116 "," 9754 "," 9777 "," 8484","9540 "," 7802 "," 8880 "," 1448 "," 6833 "," 5915","203 "," 934 "," 944","80 "," 03 "," 96 "," 13","45009"
"2006-10-02T00:00:00.000Z","52331","47773 "," 69378","66746 "," 18531 "," 34708 "," 39323 "," 12917 "," 71587","1876 "," 0643 "," 7956 "," 1656","4589 "," 2265 "," 4665 "," 1545 "," 1970 "," 6009","898 "," 486 "," 636","59 "," 24 "," 20 "," 79","67627"
"2006-10-03T00:00:00.000Z","01635","88351 "," 17286","54798 "," 40312 "," 63915 "," 42056 "," 81744 "," 51878","4498 "," 2435 "," 2819 "," 9727","8351 "," 0040 "," 3604 "," 3766 "," 6434 "," 6916","133 "," 600 "," 074","52 "," 48 "," 09 "," 85","65679"
"2006-10-04T00:00:00.000Z","28427","16501 "," 01343","90586 "," 44566 "," 88447 "," 10532 "," 58724 "," 93550","6492 "," 0905 "," 0230 "," 6408","3765 "," 0025 "," 2685 "," 4410 "," 3220 "," 7140","070 "," 820 "," 967","60 "," 33 "," 83 "," 30","79270"
"2006-10-05T00:00:00.000Z","00126","25422 "," 21731","87424 "," 28312 "," 89743 "," 54198 "," 26024 "," 86526","9156 "," 6938 "," 3387 "," 8743","2768 "," 2161 "," 4362 "," 3326 "," 5399 "," 0528","945 "," 541 "," 446","66 "," 32 "," 36 "," 33","96351"
"2006-10-06T00:00:00.000Z","70125","16000 "," 14386","63902 "," 83358 "," 05699 "," 85043 "," 66640 "," 24493","4450 "," 4527 "," 6310 "," 9808","8416 "," 5615 "," 3264 "," 7897 "," 5644 "," 6686","781 "," 581 "," 818","79 "," 36 "," 77 "," 63","31897"
"2006-10-07T00:00:00.000Z","55672","20113 "," 29099","59443 "," 78952 "," 39377 "," 67703 "," 85683 "," 10084","1661 "," 2193 "," 3946 "," 1030","8605 "," 5363 "," 7138 "," 1829 "," 8940 "," 1776","702 "," 015 "," 285","48 "," 07 "," 06 "," 43","97751"
"2006-10-08T00:00:00.000Z","96936","37595 "," 60886","45341 "," 35169 "," 33331 "," 16114 "," 79543 "," 06620","1945 "," 8781 "," 0745 "," 0718","4134 "," 4117 "," 0091 "," 9161 "," 9671 "," 3281","488 "," 575 "," 180","13 "," 85 "," 98 "," 53","89221"
"2006-10-09T00:00:00.000Z","58397","85263 "," 19604","79169 "," 26574 "," 98495 "," 84957 "," 83307 "," 75671","2180 "," 4618 "," 3805 "," 7806","5432 "," 2116 "," 3885 "," 5822 "," 8993 "," 1258","364 "," 106 "," 112","96 "," 31 "," 68 "," 36","62953"
"2006-10-10T00:00:00.000Z","23405","55766 "," 64023","02673 "," 53537 "," 96377 "," 16906 "," 70394 "," 52441","1162 "," 2653 "," 3040 "," 4408","2633 "," 3838 "," 1043 "," 0443 "," 5703 "," 9332","322 "," 849 "," 194","75 "," 05 "," 54 "," 50","67322"
"2006-10-11T00:00:00.000Z","09026","88658 "," 86228","08902 "," 53747 "," 03525 "," 08747 "," 73937 "," 78146","7954 "," 0682 "," 6380 "," 6974","9472 "," 5967 "," 8924 "," 3359 "," 0973 "," 4188","485 "," 660 "," 180","79 "," 63 "," 74 "," 33","39447"
"2006-10-12T00:00:00.000Z","81444","16996 "," 34250","60558 "," 23388 "," 95211 "," 85874 "," 88054 "," 27878","8307 "," 9625 "," 0941 "," 5665","2467 "," 5312 "," 3014 "," 4179 "," 4419 "," 4639","917 "," 839 "," 389","77 "," 82 "," 25 "," 72","73180"
"2006-10-13T00:00:00.000Z","96610","25721 "," 64231","06934 "," 90449 "," 55259 "," 53975 "," 45918 "," 94559","6544 "," 7011 "," 9931 "," 3053","8904 "," 4763 "," 4536 "," 6610 "," 5979 "," 0197","466 "," 803 "," 937","69 "," 59 "," 31 "," 50","27652"
"2006-10-14T00:00:00.000Z","37478","21690 "," 68053","62469 "," 96406 "," 18539 "," 27560 "," 22022 "," 43995","1386 "," 9893 "," 0600 "," 6779","0655 "," 7417 "," 7461 "," 3890 "," 9319 "," 9467","024 "," 152 "," 793","10 "," 85 "," 53 "," 21","93101"
"2006-10-15T00:00:00.000Z","67974","91297 "," 75625","74294 "," 03170 "," 10711 "," 53609 "," 18116 "," 60916","8457 "," 0990 "," 9059 "," 0297","8975 "," 2859 "," 4774 "," 8917 "," 6764 "," 0209","896 "," 293 "," 778","86 "," 32 "," 05 "," 97","03712"
"2006-10-16T00:00:00.000Z","78452","27967 "," 33079","38785 "," 10494 "," 75191 "," 35490 "," 80106 "," 21558","8350 "," 6211 "," 5176 "," 8535","3595 "," 2000 "," 9273 "," 5925 "," 9337 "," 7142","876 "," 994 "," 763","55 "," 59 "," 82 "," 56","13131"
"2006-10-17T00:00:00.000Z","44979","47402 "," 29083","75929 "," 19844 "," 39799 "," 78230 "," 66803 "," 70310","9373 "," 8437 "," 4576 "," 3658","0739 "," 2345 "," 2439 "," 6044 "," 3237 "," 9540","889 "," 987 "," 833","46 "," 71 "," 16 "," 31","57300"
"2006-10-18T00:00:00.000Z","73821","95588 "," 15275","20345 "," 12774 "," 81887 "," 64660 "," 82028 "," 09391","5464 "," 5111 "," 2188 "," 7654","5991 "," 0029 "," 9581 "," 0221 "," 9724 "," 7967","665 "," 910 "," 968","45 "," 64 "," 27 "," 95","09584"
"2006-10-19T00:00:00.000Z","25408","46898 "," 25602","49716 "," 14702 "," 38041 "," 95674 "," 10160 "," 00762","5666 "," 4122 "," 4176 "," 3398","9279 "," 2946 "," 3878 "," 5350 "," 6815 "," 5593","655 "," 549 "," 352","91 "," 89 "," 61 "," 31","76712"
"2006-10-20T00:00:00.000Z","85523","53228 "," 77631","90927 "," 85323 "," 38260 "," 55253 "," 05339 "," 23133","7304 "," 6789 "," 0472 "," 6063","2370 "," 5290 "," 3648 "," 6025 "," 1788 "," 6027","868 "," 044 "," 837","28 "," 60 "," 34 "," 54","96088"
"2006-10-21T00:00:00.000Z","31719","79708 "," 77456","73201 "," 70482 "," 97434 "," 70025 "," 63702 "," 24647","7038 "," 7389 "," 9624 "," 2347","3975 "," 4983 "," 1501 "," 7174 "," 6560 "," 9576","665 "," 090 "," 128","34 "," 45 "," 43 "," 04","66453"
"2006-10-22T00:00:00.000Z","34896","25000 "," 81479","69494 "," 49234 "," 61110 "," 00167 "," 67891 "," 11064","3281 "," 1513 "," 7220 "," 2826","3268 "," 1226 "," 5051 "," 9605 "," 9246 "," 9885","865 "," 218 "," 623","67 "," 44 "," 18 "," 41","78021"
"2006-10-23T00:00:00.000Z","32497","45654 "," 93321","09022 "," 09694 "," 40972 "," 55749 "," 82591 "," 14507","6779 "," 5210 "," 9298 "," 0315","6920 "," 4412 "," 6118 "," 5006 "," 7182 "," 6083","516 "," 337 "," 069","41 "," 11 "," 42 "," 77","36004"
"2006-10-24T00:00:00.000Z","10601","52266 "," 78240","73157 "," 30154 "," 54998 "," 79843 "," 89033 "," 36345","0408 "," 8481 "," 4138 "," 8904","8418 "," 1379 "," 7117 "," 2145 "," 9031 "," 7054","934 "," 895 "," 724","45 "," 32 "," 69 "," 76","31624"
"2006-10-25T00:00:00.000Z","33047","66650 "," 36844","81166 "," 68760 "," 74812 "," 89941 "," 66350 "," 59169","0458 "," 3921 "," 7622 "," 5720","7246 "," 9936 "," 9238 "," 3654 "," 0339 "," 3546","356 "," 297 "," 674","76 "," 07 "," 65 "," 44","59673"
"2006-10-26T00:00:00.000Z","56316","28574 "," 14630","17535 "," 78437 "," 32833 "," 67528 "," 15694 "," 01733","6487 "," 4535 "," 4699 "," 3143","9699 "," 2579 "," 2616 "," 3118 "," 7198 "," 4388","800 "," 452 "," 862","59 "," 94 "," 06 "," 38","40501"
"2006-10-27T00:00:00.000Z","28771","88244 "," 05399","37766 "," 04826 "," 02432 "," 96783 "," 24683 "," 53498","6148 "," 6948 "," 9985 "," 5557","0017 "," 9088 "," 3244 "," 1128 "," 3562 "," 4561","233 "," 438 "," 740","39 "," 13 "," 80 "," 55","57013"
"2006-10-28T00:00:00.000Z","76344","32774 "," 16809","16735 "," 83695 "," 43198 "," 06071 "," 67967 "," 78081","8695 "," 5921 "," 9897 "," 6327","9888 "," 7991 "," 0879 "," 0467 "," 0474 "," 6701","743 "," 877 "," 939","01 "," 29 "," 63 "," 45","79554"
"2006-10-29T00:00:00.000Z","45436","64245 "," 45272","22441 "," 45019 "," 71177 "," 24781 "," 02812 "," 51165","0005 "," 2640 "," 6871 "," 8264","6794 "," 5160 "," 6559 "," 7347 "," 6619 "," 2695","725 "," 049 "," 123","99 "," 13 "," 35 "," 85","37996"
"2006-10-30T00:00:00.000Z","87783","34541 "," 50568","96670 "," 88587 "," 35187 "," 93988 "," 97360 "," 51067","2468 "," 6770 "," 4386 "," 0127","1059 "," 1122 "," 4914 "," 0285 "," 1817 "," 4661","245 "," 348 "," 589","67 "," 35 "," 73 "," 19","48575"
"2006-10-31T00:00:00.000Z","08772","41911 "," 84078","43277 "," 21223 "," 10727 "," 84730 "," 23482 "," 09956","8623 "," 7737 "," 0518 "," 4836","8594 "," 4220 "," 8169 "," 4682 "," 5876 "," 6277","743 "," 325 "," 502","77 "," 70 "," 03 "," 83","11291"
"2006-11-01T00:00:00.000Z","72738","50923 "," 78106","31146 "," 39645 "," 79834 "," 70926 "," 58207 "," 85077","5706 "," 6704 "," 9838 "," 4360","6185 "," 1858 "," 9346 "," 3357 "," 4431 "," 3042","156 "," 065 "," 576","79 "," 70 "," 63 "," 71","94962"
"2006-11-02T00:00:00.000Z","05523","47038 "," 75508","31815 "," 67741 "," 21789 "," 55162 "," 85728 "," 66724","1914 "," 5054 "," 2842 "," 5542","4921 "," 9035 "," 7290 "," 6208 "," 9414 "," 3774","706 "," 581 "," 161","74 "," 70 "," 54 "," 98","14977"
"2006-11-03T00:00:00.000Z","50005","46388 "," 87713","48561 "," 62475 "," 06961 "," 95499 "," 58213 "," 53173","4221 "," 6706 "," 4975 "," 2349","2487 "," 9975 "," 8316 "," 1995 "," 5410 "," 3401","183 "," 223 "," 691","28 "," 07 "," 14 "," 20","05060"
"2006-11-04T00:00:00.000Z","55574","94297 "," 14629","71055 "," 89270 "," 41900 "," 54770 "," 40793 "," 71238","6818 "," 9076 "," 1871 "," 3798","0234 "," 3826 "," 1758 "," 4737 "," 6406 "," 8262","802 "," 020 "," 162","00 "," 64 "," 04 "," 07","37716"
"2006-11-05T00:00:00.000Z","64106","91610 "," 47684","89782 "," 60978 "," 52792 "," 01558 "," 46504 "," 11761","4288 "," 1829 "," 5971 "," 1776","4422 "," 5162 "," 2857 "," 3765 "," 9189 "," 0349","889 "," 127 "," 278","13 "," 27 "," 90 "," 54","22762"
"2006-11-06T00:00:00.000Z","22161","01125 "," 65829","70980 "," 66754 "," 59333 "," 29990 "," 20013 "," 94417","8678 "," 2363 "," 3581 "," 5609","5379 "," 8629 "," 3730 "," 2866 "," 5462 "," 0446","084 "," 836 "," 670","01 "," 69 "," 56 "," 65","99608"
"2006-11-07T00:00:00.000Z","89280","42529 "," 23167","66649 "," 22010 "," 15139 "," 56340 "," 17209 "," 11227","3845 "," 2948 "," 8728 "," 7297","4841 "," 2604 "," 5671 "," 5178 "," 7702 "," 0825","969 "," 532 "," 264","97 "," 88 "," 96 "," 34","33769"
"2006-11-08T00:00:00.000Z","47438","79074 "," 29726","87509 "," 51660 "," 63036 "," 58787 "," 70882 "," 79584","7253 "," 7464 "," 6803 "," 7520","2248 "," 3794 "," 1105 "," 8607 "," 5675 "," 9445","106 "," 947 "," 896","84 "," 97 "," 12 "," 24","63724"
"2006-11-09T00:00:00.000Z","79418","88896 "," 22090","38916 "," 38262 "," 50832 "," 62784 "," 67688 "," 63880","1817 "," 0547 "," 6264 "," 2601","7729 "," 5286 "," 9702 "," 9168 "," 2538 "," 8552","217 "," 908 "," 525","23 "," 77 "," 58 "," 65","62558"
"2006-11-10T00:00:00.000Z","19644","52008 "," 57935","06681 "," 61866 "," 24256 "," 95971 "," 70026 "," 39030","8565 "," 9893 "," 6672 "," 4967","5427 "," 3396 "," 1142 "," 6299 "," 4394 "," 5311","405 "," 237 "," 461","36 "," 12 "," 77 "," 14","47384"
"2006-11-11T00:00:00.000Z","86443","18919 "," 60308","64180 "," 16869 "," 79710 "," 78724 "," 46265 "," 47695","6918 "," 2499 "," 6453 "," 3333","3343 "," 3910 "," 5368 "," 5635 "," 3379 "," 5391","766 "," 893 "," 332","30 "," 96 "," 41 "," 84","54315"
"2006-11-12T00:00:00.000Z","95193","11260 "," 50385","13174 "," 03681 "," 66334 "," 56775 "," 49422 "," 70366","0489 "," 7255 "," 2495 "," 0086","1283 "," 1376 "," 6152 "," 6649 "," 2258 "," 0846","153 "," 669 "," 855","28 "," 59 "," 44 "," 81","37573"
"2006-11-13T00:00:00.000Z","09213","94852 "," 26465","16007 "," 88970 "," 79057 "," 51028 "," 66341 "," 41152","6787 "," 4012 "," 5927 "," 9255","4519 "," 2593 "," 2334 "," 3968 "," 9374 "," 3047","348 "," 949 "," 151","39 "," 57 "," 58 "," 66","23679"
"2006-11-14T00:00:00.000Z","58637","58481 "," 02571","09958 "," 39223 "," 17979 "," 55993 "," 48010 "," 72829","4257 "," 1386 "," 7612 "," 8437","0999 "," 4467 "," 6564 "," 4554 "," 7495 "," 8314","385 "," 487 "," 803","66 "," 50 "," 36 "," 35","16421"
"2006-11-15T00:00:00.000Z","41776","79816 "," 94910","86759 "," 23491 "," 95926 "," 59709 "," 38907 "," 31879","1319 "," 1534 "," 0237 "," 9374","3675 "," 3488 "," 1384 "," 1208 "," 7171 "," 1519","700 "," 613 "," 734","70 "," 59 "," 75 "," 77","34175"
"2006-11-16T00:00:00.000Z","39712","92457 "," 04613","96626 "," 43523 "," 76198 "," 30903 "," 05841 "," 48325","2383 "," 3843 "," 7523 "," 9115","2398 "," 5833 "," 2205 "," 0397 "," 4060 "," 9110","253 "," 662 "," 676","48 "," 64 "," 38 "," 88","16549"
"2006-11-17T00:00:00.000Z","82705","95934 "," 71918","61067 "," 63958 "," 60273 "," 64757 "," 07496 "," 98893","1408 "," 9156 "," 9129 "," 4506","1470 "," 2029 "," 1331 "," 1680 "," 2133 "," 2412","205 "," 994 "," 508","88 "," 06 "," 15 "," 48","66298"
"2006-11-18T00:00:00.000Z","66450","72936 "," 80509","73905 "," 41733 "," 12023 "," 96929 "," 23835 "," 14349","5608 "," 5072 "," 9683 "," 6465","5232 "," 2114 "," 2600 "," 9272 "," 5096 "," 7289","309 "," 749 "," 544","71 "," 15 "," 26 "," 12","58698"
"2006-11-19T00:00:00.000Z","55412","23949 "," 49999","93246 "," 97445 "," 17400 "," 00232 "," 01970 "," 62345","4713 "," 7870 "," 3104 "," 6419","5547 "," 5079 "," 1143 "," 9720 "," 4787 "," 2980","130 "," 468 "," 155","61 "," 45 "," 27 "," 75","38653"
"2006-11-20T00:00:00.000Z","72512","65251 "," 20569","99475 "," 99732 "," 59737 "," 43572 "," 65368 "," 60826","6744 "," 2845 "," 0375 "," 2292","4141 "," 3229 "," 7487 "," 2711 "," 0237 "," 2135","878 "," 124 "," 863","36 "," 57 "," 77 "," 88","35221"
"2006-11-21T00:00:00.000Z","10620","55787 "," 65182","52604 "," 27323 "," 57594 "," 68989 "," 73341 "," 51391","6764 "," 1994 "," 1711 "," 6536","2974 "," 5316 "," 0460 "," 0862 "," 1959 "," 5579","544 "," 045 "," 748","17 "," 54 "," 13 "," 48","36231"
"2006-11-22T00:00:00.000Z","38344","48842 "," 28743","59951 "," 05454 "," 93522 "," 11802 "," 83827 "," 17086","9034 "," 1496 "," 0759 "," 9913","0657 "," 6443 "," 9758 "," 0393 "," 2143 "," 7987","907 "," 667 "," 863","99 "," 38 "," 37 "," 62","97735"
"2006-11-23T00:00:00.000Z","50169","59989 "," 98353","03091 "," 75623 "," 77108 "," 74433 "," 06542 "," 13496","5746 "," 9182 "," 2324 "," 1709","5396 "," 0943 "," 4888 "," 0298 "," 6559 "," 6941","323 "," 573 "," 815","73 "," 50 "," 92 "," 36","08080"
"2006-11-24T00:00:00.000Z","61309","16047 "," 00496","99095 "," 12374 "," 08450 "," 87992 "," 29249 "," 80001","9205 "," 3423 "," 0712 "," 8014","2723 "," 8410 "," 5648 "," 9972 "," 9830 "," 3200","310 "," 774 "," 402","61 "," 18 "," 43 "," 94","14425"
"2006-11-25T00:00:00.000Z","03468","49096 "," 58250","61680 "," 81752 "," 67583 "," 89776 "," 22789 "," 65520","7259 "," 7702 "," 0290 "," 5265","9647 "," 0685 "," 8652 "," 1016 "," 4848 "," 2835","853 "," 308 "," 578","06 "," 12 "," 78 "," 44","21173"
"2006-11-26T00:00:00.000Z","87191","38843 "," 44869","89834 "," 75629 "," 53833 "," 73655 "," 12882 "," 12095","1302 "," 8340 "," 6986 "," 4035","6663 "," 5580 "," 5235 "," 2900 "," 8793 "," 1832","957 "," 725 "," 687","45 "," 53 "," 19 "," 37","67156"
"2006-11-27T00:00:00.000Z","96291","22027 "," 72218","74087 "," 08599 "," 46532 "," 54146 "," 68282 "," 93998","9050 "," 4246 "," 2417 "," 3051","9312 "," 7812 "," 1717 "," 1150 "," 3298 "," 8009","748 "," 083 "," 478","78 "," 21 "," 24 "," 65","30381"
"2006-11-28T00:00:00.000Z","03230","73438 "," 34195","08202 "," 89746 "," 48135 "," 82461 "," 14667 "," 59455","7791 "," 7503 "," 8481 "," 9917","4448 "," 3750 "," 4642 "," 1117 "," 8004 "," 3047","899 "," 063 "," 477","83 "," 79 "," 91 "," 28","73371"
"2006-11-29T00:00:00.000Z","01597","62181 "," 06278","26165 "," 27012 "," 60960 "," 33127 "," 58805 "," 88208","6207 "," 9991 "," 1463 "," 4381","2303 "," 7094 "," 7585 "," 7602 "," 5747 "," 5844","069 "," 128 "," 515","22 "," 93 "," 02 "," 42","71436"
"2006-11-30T00:00:00.000Z","82620","30494 "," 47460","50190 "," 30873 "," 49770 "," 86191 "," 69083 "," 26369","1713 "," 3138 "," 2994 "," 7944","7196 "," 8440 "," 5135 "," 0736 "," 7368 "," 0697","118 "," 809 "," 835","45 "," 15 "," 14 "," 00","22634"
"2006-12-01T00:00:00.000Z","96753","17202 "," 46950","69378 "," 49225 "," 97091 "," 91066 "," 77112 "," 01107","4455 "," 3306 "," 4270 "," 0651","4393 "," 5444 "," 0090 "," 6838 "," 9914 "," 4378","047 "," 889 "," 152","25 "," 42 "," 27 "," 02","79762"
"2006-12-02T00:00:00.000Z","52025","53343 "," 84498","82092 "," 73330 "," 20491 "," 22184 "," 55966 "," 19510","2180 "," 7810 "," 4761 "," 1615","9340 "," 8619 "," 3421 "," 6912 "," 5724 "," 6005","582 "," 060 "," 277","79 "," 39 "," 25 "," 02","43841"
"2006-12-03T00:00:00.000Z","06380","52170 "," 40123","74338 "," 39622 "," 72006 "," 69039 "," 54239 "," 76838","7839 "," 3038 "," 7584 "," 8248","0588 "," 2449 "," 9282 "," 0035 "," 7251 "," 5789","833 "," 887 "," 822","57 "," 46 "," 71 "," 16","36112"
"2006-12-04T00:00:00.000Z","63921","45241 "," 20133","95489 "," 12001 "," 99997 "," 30143 "," 45474 "," 85912","1829 "," 7330 "," 8501 "," 5401","6835 "," 0743 "," 4130 "," 0503 "," 9833 "," 9397","943 "," 919 "," 629","84 "," 73 "," 00 "," 66","17279"
"2006-12-05T00:00:00.000Z","25645","49558 "," 09674","32404 "," 87775 "," 29798 "," 44655 "," 74479 "," 16998","3127 "," 9228 "," 7252 "," 5443","0619 "," 8866 "," 4421 "," 1755 "," 2614 "," 7717","917 "," 286 "," 941","49 "," 84 "," 11 "," 56","35755"
"2006-12-06T00:00:00.000Z","27927","67786 "," 40444","82681 "," 28638 "," 59597 "," 53326 "," 90614 "," 47288","7809 "," 3831 "," 3543 "," 4709","1767 "," 7347 "," 3898 "," 6481 "," 7162 "," 3330","162 "," 355 "," 897","73 "," 11 "," 50 "," 13","54859"
"2006-12-07T00:00:00.000Z","99843","51833 "," 14699","86527 "," 16008 "," 40611 "," 79495 "," 66658 "," 84534","3236 "," 7951 "," 3010 "," 8691","5309 "," 8172 "," 7192 "," 8797 "," 9375 "," 8316","715 "," 195 "," 454","20 "," 40 "," 91 "," 94","82046"
"2006-12-08T00:00:00.000Z","98987","30660 "," 49475","43549 "," 02438 "," 98592 "," 67389 "," 27054 "," 40174","5577 "," 8479 "," 6536 "," 2319","8458 "," 7669 "," 1535 "," 1376 "," 6119 "," 7631","996 "," 443 "," 956","24 "," 93 "," 73 "," 50","45239"
"2006-12-09T00:00:00.000Z","43563","51143 "," 05158","58113 "," 87952 "," 92977 "," 64413 "," 06359 "," 18672","2770 "," 1200 "," 7706 "," 1110","5714 "," 8732 "," 9336 "," 7749 "," 4723 "," 8063","836 "," 364 "," 562","61 "," 77 "," 06 "," 24","84204"
"2006-12-10T00:00:00.000Z","23898","17659 "," 33626","12422 "," 85278 "," 70463 "," 76725 "," 32870 "," 88272","6972 "," 3790 "," 3103 "," 4325","8834 "," 0399 "," 0864 "," 7504 "," 8412 "," 7795","130 "," 297 "," 160","18 "," 95 "," 21 "," 77","90771"
"2006-12-11T00:00:00.000Z","34990","09234 "," 55520","90517 "," 71897 "," 98912 "," 25316 "," 37569 "," 30504","8222 "," 5277 "," 9139 "," 6849","4199 "," 9402 "," 0174 "," 0375 "," 4338 "," 4819","123 "," 935 "," 852","21 "," 04 "," 54 "," 67","85883"
"2006-12-12T00:00:00.000Z","49546","58463 "," 90373","14874 "," 85465 "," 47820 "," 44965 "," 02982 "," 68911","7223 "," 2637 "," 9546 "," 8336","3865 "," 4796 "," 8978 "," 5083 "," 8421 "," 8427","343 "," 289 "," 525","97 "," 65 "," 09 "," 37","51970"
"2006-12-13T00:00:00.000Z","05757","36778 "," 09073","29483 "," 93861 "," 20038 "," 30147 "," 69332 "," 23187","5619 "," 9429 "," 6505 "," 8213","9478 "," 0443 "," 1203 "," 1385 "," 9983 "," 4188","263 "," 244 "," 908","68 "," 23 "," 13 "," 89","90457"
"2006-12-14T00:00:00.000Z","63524","72024 "," 81048","45416 "," 07518 "," 07887 "," 90824 "," 97290 "," 34807","4030 "," 6458 "," 8779 "," 3861","0485 "," 6520 "," 3602 "," 3669 "," 1593 "," 1788","373 "," 072 "," 677","35 "," 92 "," 09 "," 22","74153"
"2006-12-15T00:00:00.000Z","39129","33798 "," 27842","84191 "," 93422 "," 43639 "," 38149 "," 29480 "," 46085","6348 "," 0563 "," 2945 "," 8785","6974 "," 0236 "," 5424 "," 3165 "," 4842 "," 1272","547 "," 009 "," 237","33 "," 84 "," 93 "," 35","25685"
"2006-12-16T00:00:00.000Z","94686","06603 "," 30395","81786 "," 07872 "," 79148 "," 77320 "," 03012 "," 56898","4866 "," 4537 "," 5867 "," 8237","2614 "," 4688 "," 7306 "," 8181 "," 2729 "," 8042","050 "," 955 "," 708","26 "," 70 "," 02 "," 48","40494"
"2006-12-17T00:00:00.000Z","86211","09784 "," 52719","57815 "," 28875 "," 98084 "," 14060 "," 91560 "," 43072","4288 "," 6488 "," 0625 "," 2166","0241 "," 2283 "," 8107 "," 1166 "," 9463 "," 3345","088 "," 729 "," 173","45 "," 20 "," 39 "," 32","08122"
"2006-12-18T00:00:00.000Z","64787","33580 "," 94869","18640 "," 51605 "," 33412 "," 50175 "," 90596 "," 75998","0534 "," 2088 "," 4064 "," 2046","4638 "," 8391 "," 5303 "," 3945 "," 1415 "," 2276","969 "," 612 "," 261","39 "," 01 "," 44 "," 13","38828"
"2006-12-19T00:00:00.000Z","36503","20752 "," 43951","02109 "," 25192 "," 79283 "," 22495 "," 89526 "," 46032","2534 "," 7505 "," 7446 "," 9886","4170 "," 7961 "," 0144 "," 1133 "," 7123 "," 6040","896 "," 678 "," 544","39 "," 17 "," 96 "," 40","87027"
"2006-12-20T00:00:00.000Z","06826","28469 "," 79783","76828 "," 34261 "," 96051 "," 80155 "," 42660 "," 14105","5368 "," 2122 "," 1662 "," 8321","3818 "," 3433 "," 7270 "," 4716 "," 7908 "," 3968","813 "," 121 "," 550","53 "," 97 "," 75 "," 83","27908"
"2006-12-21T00:00:00.000Z","99113","21942 "," 16199","91196 "," 03687 "," 56271 "," 51502 "," 72588 "," 50334","7604 "," 4537 "," 5558 "," 2493","9757 "," 8871 "," 4312 "," 6999 "," 7697 "," 9743","967 "," 016 "," 989","10 "," 46 "," 02 "," 53","47085"
"2006-12-22T00:00:00.000Z","90202","29317 "," 96337","14631 "," 13299 "," 47143 "," 80795 "," 93056 "," 72230","5810 "," 1157 "," 4636 "," 7763","1855 "," 0246 "," 9756 "," 2654 "," 2927 "," 8247","634 "," 086 "," 386","32 "," 30 "," 09 "," 16","00412"
"2006-12-23T00:00:00.000Z","74545","23777 "," 43922","36224 "," 64562 "," 72848 "," 86269 "," 78346 "," 24055","1513 "," 6372 "," 5082 "," 3353","0585 "," 0798 "," 2391 "," 7962 "," 1434 "," 8406","856 "," 086 "," 537","24 "," 81 "," 01 "," 00","30807"
